protocol_version,split_id,fold,held_out_subject,subject_id,device_id,session_id,sensor_phase,channel_quality_phase,partition,start_timestamp,end_timestamp,n_rows
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0024,not_applicable,normal,train,D0027 20:08:07,D0028 05:38:11,11403
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0027,not_applicable,normal,train,D0027 21:56:29,D0028 09:56:33,14403
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0025,not_applicable,normal,train,D0028 20:10:59,D0029 06:11:02,12002
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0028,not_applicable,normal,train,D0029 00:57:21,D0029 08:57:20,9601
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0029,not_applicable,normal,train,D0029 12:22:38,D0029 15:22:36,3601
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0026,not_applicable,normal,train,D0029 20:25:13,D0030 05:55:16,11402
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0030,not_applicable,normal,train,D0029 20:43:46,D0030 07:13:46,12602
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0027,not_applicable,normal,train,D0030 19:17:12,D0031 01:17:19,7203
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0031,not_applicable,normal,train,D0030 23:21:46,D0031 08:21:48,9602
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0028,not_applicable,normal,train,D0031 19:24:14,D0032 01:24:09,7200
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0032,not_applicable,normal,train,D0031 21:26:10,D0032 08:56:10,12002
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0029,not_applicable,normal,train,D0032 19:34:40,D0033 01:04:40,6601
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0033,not_applicable,p1_transition,train,D0032 19:58:23,D0033 09:58:32,16804
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0030,not_applicable,normal,train,D0033 19:53:35,D0034 06:53:36,13202
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0034,not_applicable,p1_response_shift,train,D0033 21:37:33,D0034 07:07:33,11402
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0031,not_applicable,normal,train,D0034 18:53:11,D0035 00:53:11,7202
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0035,not_applicable,p1_response_shift,train,D0034 21:27:39,D0035 05:27:47,9603
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0032,not_applicable,normal,train,D0035 19:42:49,D0036 01:12:49,6601
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0036,not_applicable,p1_response_shift,train,D0035 21:59:57,D0036 08:30:03,12603
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0037,not_applicable,p1_response_shift,train,D0036 20:05:56,D0037 06:35:55,12601
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0033,not_applicable,normal,train,D0036 21:58:13,D0037 02:28:12,5401
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0034,not_applicable,normal,train,D0037 19:04:50,D0038 02:04:47,8401
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0035,not_applicable,normal,train,D0038 19:59:31,D0039 01:29:28,6600
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0038,not_applicable,p1_response_shift,train,D0039 06:39:36,D0039 08:09:32,1800
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0036,not_applicable,normal,train,D0039 20:08:23,D0040 04:38:23,10201
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0039,not_applicable,p1_response_shift,train,D0039 21:56:31,D0040 08:26:28,12001
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0037,not_applicable,normal,train,D0040 20:02:48,D0041 06:32:47,12601
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0040,not_applicable,p1_response_shift,train,D0040 20:55:29,D0041 07:55:31,13202
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0038,not_applicable,normal,train,D0041 18:46:19,D0042 01:16:19,7801
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0041,not_applicable,p1_response_shift,train,D0041 23:50:12,D0042 07:19:54,8999
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0039,not_applicable,normal,train,D0042 21:12:30,D0043 02:12:27,6000
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0042,not_applicable,p1_response_shift,train,D0042 21:36:24,D0043 07:36:22,11966
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0043,not_applicable,p1_response_shift,train,D0043 08:07:40,D0043 08:36:23,580
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0040,not_applicable,normal,train,D0043 19:29:25,D0044 01:59:24,7801
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0044,not_applicable,p1_response_shift,train,D0043 23:12:55,D0044 01:44:06,3021
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0045,not_applicable,p1_response_shift,train,D0044 08:09:03,D0044 09:39:01,1800
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0046,not_applicable,p1_response_shift,train,D0044 15:48:08,D0044 16:48:02,1200
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0047,not_applicable,p1_response_shift,train,D0044 20:56:34,D0045 06:56:35,12002
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0041,not_applicable,normal,train,D0045 00:34:39,D0045 07:04:37,7801
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0042,not_applicable,normal,train,D0045 15:35:43,D0045 16:05:39,600
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0043,not_applicable,normal,train,D0045 17:11:45,D0045 17:41:43,600
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0044,not_applicable,normal,train,D0045 18:59:00,D0046 00:58:59,7201
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0048,not_applicable,p1_response_shift,train,D0045 23:57:52,D0046 06:57:50,8401
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0049,not_applicable,p1_response_shift,train,D0046 18:12:26,D0047 07:42:33,15603
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0045,not_applicable,normal,train,D0046 20:05:55,D0047 01:05:54,6001
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0046,not_applicable,normal,train,D0047 19:11:17,D0048 01:11:17,7201
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0050,not_applicable,p1_response_shift,train,D0047 21:42:36,D0048 07:12:36,11401
v1.0,v1.0_loso,1,User01,User02,22480,User02|22480|S0047,not_applicable,normal,train,D0048 21:41:07,D0049 01:11:05,4201
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0051,not_applicable,p1_response_shift,train,D0048 22:47:44,D0049 08:17:45,10802
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0052,not_applicable,p1_response_shift,train,D0049 22:28:56,D0050 08:30:41,12002
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0053,not_applicable,p1_response_shift,train,D0050 14:21:51,D0050 15:21:48,1200
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0054,not_applicable,p1_response_shift,train,D0050 22:54:34,D0051 06:54:35,9602
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0055,not_applicable,p1_response_shift,train,D0051 22:22:18,D0052 07:52:32,10806
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0056,not_applicable,p1_response_shift,train,D0052 21:21:17,D0053 08:21:21,12603
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0057,not_applicable,p1_response_shift,train,D0053 19:31:37,D0054 08:01:42,15003
v1.0,v1.0_loso,1,User01,User02,22482,User02|22482|S0058,not_applicable,p1_response_shift,train,D0054 22:20:19,D0055 06:20:19,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0001,not_applicable,normal,train,D0001 19:00:58,D0002 07:01:03,14403
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0002,not_applicable,normal,train,D0002 20:05:22,D0003 06:35:24,12602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0003,not_applicable,normal,train,D0003 19:14:28,D0004 06:14:30,13202
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0004,not_applicable,normal,train,D0004 19:36:32,D0005 06:06:36,12603
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0005,not_applicable,normal,train,D0005 22:45:45,D0006 05:45:45,8401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0006,not_applicable,normal,train,D0006 20:33:02,D0007 07:03:06,12602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0007,not_applicable,normal,train,D0007 19:36:24,D0008 06:06:27,12602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0008,not_applicable,normal,train,D0008 18:45:10,D0009 06:45:10,14402
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0009,not_applicable,normal,train,D0009 20:02:22,D0010 06:02:23,12002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0010,not_applicable,normal,train,D0011 19:41:35,D0012 05:41:38,12002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0011,not_applicable,normal,train,D0012 20:00:39,D0013 06:30:41,12602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0012,not_applicable,normal,train,D0013 20:23:59,D0014 06:24:00,11979
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0013,not_applicable,normal,train,D0014 20:10:32,D0015 05:10:34,10802
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0014,not_applicable,normal,train,D0015 22:22:52,D0016 02:22:49,4800
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0015,not_applicable,normal,train,D0016 06:22:25,D0016 06:22:52,10
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0016,not_applicable,normal,train,D0016 19:44:12,D0017 08:14:15,15002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0017,not_applicable,normal,train,D0017 19:13:02,D0018 02:43:03,9002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0018,not_applicable,normal,train,D0018 19:04:04,D0019 06:04:10,13203
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0019,not_applicable,normal,train,D0019 18:07:57,D0020 05:38:05,13803
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0020,not_applicable,normal,train,D0020 19:21:48,D0021 02:51:54,9004
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0021,not_applicable,normal,train,D0021 20:03:41,D0022 02:33:41,7802
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0022,not_applicable,normal,train,D0022 18:41:25,D0023 01:41:25,8401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0023,not_applicable,normal,train,D0023 19:28:34,D0024 08:28:37,15602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0024,not_applicable,normal,train,D0024 19:18:05,D0025 03:48:06,10202
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0025,not_applicable,normal,train,D0025 19:48:49,D0026 02:18:47,7801
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0026,not_applicable,normal,train,D0026 19:37:01,D0027 02:07:00,7801
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0027,not_applicable,normal,train,D0027 19:25:09,D0028 02:25:17,8404
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0028,not_applicable,normal,train,D0028 20:16:41,D0029 02:16:42,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0029,not_applicable,normal,train,D0029 20:04:11,D0030 02:04:11,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0030,not_applicable,normal,train,D0030 20:02:55,D0031 06:33:07,12605
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0031,not_applicable,normal,train,D0031 18:45:44,D0032 02:45:50,9603
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0032,not_applicable,normal,train,D0032 19:33:29,D0033 01:33:30,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0033,not_applicable,normal,train,D0033 21:05:52,D0034 02:05:55,6002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0034,not_applicable,normal,train,D0034 19:15:41,D0035 02:15:45,8402
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0035,not_applicable,normal,train,D0035 19:13:01,D0036 02:13:00,8401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0036,not_applicable,normal,train,D0037 00:12:07,D0037 02:12:01,2400
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0037,not_applicable,normal,train,D0037 18:39:45,D0038 00:39:44,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0038,not_applicable,normal,train,D0038 17:52:53,D0039 01:53:02,9604
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0039,not_applicable,normal,train,D0039 17:58:32,D0040 05:58:37,14403
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0040,not_applicable,normal,train,D0040 20:15:11,D0041 02:15:12,7202
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0041,not_applicable,normal,train,D0041 18:56:11,D0042 02:26:11,9002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0042,not_applicable,normal,train,D0042 19:53:15,D0043 02:23:17,7441
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0043,not_applicable,normal,train,D0043 18:58:23,D0044 01:28:22,7801
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0044,not_applicable,normal,train,D0044 18:18:48,D0045 02:18:52,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0045,not_applicable,normal,train,D0045 19:29:13,D0046 02:29:16,8402
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0046,not_applicable,normal,train,D0046 18:41:47,D0047 02:41:53,9603
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0047,not_applicable,normal,train,D0047 19:54:30,D0048 04:54:31,10802
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0048,not_applicable,normal,train,D0048 19:03:51,D0049 05:33:57,12603
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0049,not_applicable,normal,train,D0049 21:11:55,D0050 02:11:55,6001
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0050,not_applicable,normal,train,D0050 19:25:49,D0051 01:25:52,7202
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0051,not_applicable,normal,train,D0051 21:32:30,D0052 01:32:29,4800
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0052,not_applicable,normal,train,D0052 18:18:48,D0053 01:18:45,8401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0053,not_applicable,normal,train,D0053 18:54:02,D0054 06:24:09,13804
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0054,not_applicable,normal,train,D0054 19:00:28,D0055 06:30:36,13804
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0055,not_applicable,normal,train,D0055 18:06:07,D0056 06:36:10,15003
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0056,not_applicable,normal,train,D0056 21:20:16,D0057 01:50:13,5401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0057,not_applicable,normal,train,D0057 20:14:17,D0058 01:14:20,6002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0058,not_applicable,normal,train,D0058 19:30:41,D0059 01:00:42,6602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0059,not_applicable,normal,train,D0059 19:22:10,D0060 02:22:13,8402
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0060,not_applicable,normal,train,D0060 21:00:19,D0061 02:30:20,6602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0061,not_applicable,normal,train,D0061 21:07:09,D0062 02:07:09,6001
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0062,not_applicable,normal,train,D0062 18:56:48,D0063 02:56:51,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0063,not_applicable,normal,train,D0065 19:18:36,D0066 02:18:36,8401
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0064,not_applicable,normal,train,D0067 20:28:37,D0068 02:28:41,7202
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0065,not_applicable,normal,train,D0068 18:00:50,D0069 02:30:55,10203
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0066,not_applicable,normal,train,D0069 17:20:31,D0070 02:20:38,10804
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0067,not_applicable,normal,train,D0070 17:27:21,D0071 02:27:19,10801
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0068,not_applicable,normal,train,D0071 19:14:16,D0072 01:14:18,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0069,not_applicable,normal,train,D0073 18:49:22,D0074 02:19:30,9003
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0070,not_applicable,normal,train,D0074 18:15:05,D0075 02:15:12,9603
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0071,not_applicable,normal,train,D0075 19:04:29,D0076 02:34:35,9003
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0072,not_applicable,normal,train,D0076 19:39:30,D0077 06:09:28,12601
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0073,not_applicable,normal,train,D0077 17:40:07,D0078 01:40:09,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0074,not_applicable,normal,train,D0078 19:16:24,D0079 07:46:33,14984
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0075,not_applicable,normal,train,D0079 19:29:23,D0080 03:29:30,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0076,not_applicable,normal,train,D0080 18:53:25,D0081 02:53:29,9602
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0077,not_applicable,normal,train,D0081 20:08:03,D0082 02:38:06,7802
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0078,not_applicable,normal,train,D0082 07:04:25,D0083 01:04:36,21605
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0079,not_applicable,normal,train,D0083 06:34:33,D0083 18:04:35,13802
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0080,not_applicable,normal,train,D0083 19:48:30,D0084 02:18:36,7803
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0081,not_applicable,normal,train,D0084 17:55:29,D0085 02:25:32,9902
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0082,not_applicable,normal,train,D0086 19:14:40,D0087 01:45:24,7119
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0083,not_applicable,normal,train,D0087 18:22:22,D0088 01:52:56,8005
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0084,not_applicable,normal,train,D0088 19:24:16,D0089 01:26:12,6531
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0085,not_applicable,normal,train,D0089 18:20:32,D0090 01:52:26,7605
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0086,not_applicable,normal,train,D0090 18:14:50,D0091 05:16:26,11900
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0087,not_applicable,normal,train,D0091 17:53:02,D0092 01:23:16,8063
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0088,not_applicable,normal,train,D0092 19:38:39,D0093 06:38:58,11600
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0089,not_applicable,normal,train,D0093 19:03:16,D0094 01:33:15,7156
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0090,not_applicable,normal,train,D0094 20:52:34,D0095 05:25:12,9294
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0091,not_applicable,normal,train,D0095 18:31:31,D0096 06:03:36,12543
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0092,not_applicable,normal,train,D0096 23:14:59,D0097 06:16:35,7224
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0093,not_applicable,normal,train,D0097 19:06:28,D0098 06:36:40,13141
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0094,not_applicable,normal,train,D0098 19:05:32,D0099 06:35:37,13803
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0095,not_applicable,normal,train,D0099 18:34:33,D0100 01:34:39,8403
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0096,not_applicable,normal,train,D0100 20:19:20,D0101 00:49:18,5400
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0097,not_applicable,normal,train,D0102 18:45:58,D0103 04:46:02,12002
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0098,not_applicable,normal,train,D0103 19:45:22,D0104 06:15:22,12601
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0099,not_applicable,normal,train,D0104 19:34:00,D0105 01:34:00,7201
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0100,not_applicable,normal,train,D0105 21:04:18,D0106 01:34:21,5402
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0101,not_applicable,normal,train,D0106 19:01:00,D0107 07:01:10,14405
v1.0,v1.0_loso,1,User01,User07,unknown,User07|unknown|S0102,not_applicable,normal,train,D0107 20:11:33,D0108 05:11:33,10801
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0001,s1,normal,train,D0001 22:21:51,D0002 04:24:30,10764
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0002,s1,normal,train,D0002 21:10:16,D0003 01:56:55,8496
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0003,s1,normal,train,D0004 22:13:40,D0005 04:21:57,10926
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0004,s1,normal,train,D0005 21:41:46,D0006 02:11:44,8009
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0005,s1,normal,train,D0006 21:10:47,D0007 02:40:05,9773
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0006,s1,normal,train,D0007 21:15:00,D0008 01:54:16,8276
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0007,s1,normal,train,D0073 19:23:17,D0074 07:06:23,14033
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0008,s1,normal,train,D0074 18:17:20,D0075 06:08:26,14275
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0009,s1,normal,train,D0075 18:47:34,D0076 06:48:12,14069
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0010,s1,normal,train,D0076 18:32:44,D0077 07:01:19,14378
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0011,s1,normal,train,D0077 18:13:39,D0078 06:07:55,13988
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0012,s1,normal,train,D0078 18:09:08,D0079 06:27:26,14660
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0013,s1,normal,train,D0079 17:39:02,D0080 06:21:39,15160
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0014,s1,normal,train,D0080 19:13:49,D0080 23:34:03,5365
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0015,s1,normal,train,D0081 02:28:30,D0081 06:54:02,5344
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0016,s1,normal,train,D0081 18:25:16,D0082 06:48:46,14344
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0017,s1,normal,train,D0082 17:39:24,D0083 07:04:28,14757
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0018,s1,normal,train,D0083 18:10:00,D0084 06:56:48,14786
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0019,s1,normal,train,D0084 18:08:52,D0085 06:51:02,15083
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0020,s1,normal,train,D0085 18:46:27,D0086 06:32:37,14418
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0021,s1,normal,train,D0086 18:56:48,D0087 06:27:22,13734
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0022,s1,normal,train,D0087 17:42:42,D0088 06:53:51,16186
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0023,s1,normal,train,D0088 18:42:14,D0089 06:27:56,14386
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0024,s1,normal,train,D0089 18:39:14,D0090 07:06:53,7540
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0025,s1,normal,train,D0090 19:09:36,D0091 08:36:29,8196
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0026,s1,normal,train,D0091 18:56:54,D0092 06:26:41,7088
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0027,s1,normal,train,D0092 20:29:38,D0093 06:42:45,7014
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0028,s1,normal,train,D0093 18:02:47,D0094 06:39:52,7807
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0029,s1,normal,train,D0094 17:00:46,D0095 06:30:06,9701
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0030,s1,normal,train,D0095 19:36:27,D0096 06:55:40,11430
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0031,s1,normal,train,D0096 18:17:43,D0097 06:25:01,14190
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0032,s1,normal,train,D0097 18:26:39,D0098 07:53:16,16085
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0033,s1,normal,train,D0098 18:33:28,D0099 06:19:46,13699
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0034,s1,normal,train,D0099 18:14:39,D0100 06:36:17,14144
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0035,s1,normal,train,D0100 18:25:40,D0101 07:14:48,14609
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0036,s1,normal,train,D0101 18:52:37,D0102 06:53:17,13333
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0037,s1,normal,train,D0102 17:53:00,D0103 06:46:01,14655
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0038,s1,normal,train,D0103 18:43:31,D0104 07:43:47,15858
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0039,s1,normal,train,D0104 20:02:20,D0105 09:14:10,16744
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0040,s1,normal,train,D0105 20:26:07,D0106 07:11:58,13705
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0041,s1,normal,train,D0106 20:00:15,D0107 06:07:39,12906
v1.0,v1.0_loso,2,User02,User01,unknown,User01|unknown|S0042,s1,normal,train,D0107 18:18:10,D0108 06:41:02,15621
